country,number_of_hours,low_upper_band,medium_upper_band
Moldova,18,4243,8577
Moldova,19,4479,9053
Moldova,20,4714,9530
Moldova,21,4950,10006
Moldova,22,5186,10483
Moldova,23,5421,10959
Moldova,24,5657,11436
Mongolia,1,266,537
Mongolia,2,531,1073
Mongolia,3,796,1609
Mongolia,4,1061,2145
Mongolia,5,1327,2682
Mongolia,6,1592,3218
Mongolia,7,1857,3754
Mongolia,8,2122,4290
Mongolia,9,2388,4826
Mongolia,10,2653,5363
Mongolia,11,2918,5899
Mongolia,12,3183,6435
Mongolia,13,3449,6971
Mongolia,14,3714,7508
Mongolia,15,3979,8044
Mongolia,16,4244,8580
Mongolia,17,4510,9116
Mongolia,18,4775,9652
Mongolia,19,5040,10189
Mongolia,20,5305,10725
Mongolia,21,5571,11261
Mongolia,22,5836,11797
Mongolia,23,6101,12334
Mongolia,24,6366,12870
Montenegro,1,135,272
Montenegro,2,269,543
Montenegro,3,403,814
Montenegro,4,537,1085
Montenegro,5,671,1356
Montenegro,6,805,1627
Montenegro,7,939,1898
Montenegro,8,1073,2169
Montenegro,9,1207,2440
Montenegro,10,1341,2711
Montenegro,11,1475,2982
Montenegro,12,1610,3253
Montenegro,13,1744,3524
Montenegro,14,1878,3795
Montenegro,15,2012,4067
Montenegro,16,2146,4338
Montenegro,17,2280,4609
Montenegro,18,2414,4880
Montenegro,19,2548,5151
Montenegro,20,2682,5422
Montenegro,21,2816,5693
Montenegro,22,2950,5964
Montenegro,23,3085,6235
Montenegro,24,3219,6506
Montserrat,1,178,359
Montserrat,2,356,718
Montserrat,3,533,1077
Montserrat,4,711,1436
Montserrat,5,888,1795
Montserrat,6,1066,2154
Montserrat,7,1244,2513
Montserrat,8,1421,2872
Montserrat,9,1599,3231
Montserrat,10,1776,3590
Montserrat,11,1954,3949
Montserrat,12,2131,4308
Montserrat,13,2309,4667
Montserrat,14,2487,5026
Montserrat,15,2664,5385
Montserrat,16,2842,5744
Montserrat,17,3019,6103
Montserrat,18,3197,6462
Montserrat,19,3375,6821
Montserrat,20,3552,7180
Montserrat,21,3730,7539
Montserrat,22,3907,7898
Montserrat,23,4085,8257
Montserrat,24,4262,8616
Morocco,1,8,16
Morocco,2,16,31
Morocco,3,23,46
Morocco,4,31,61
Morocco,5,38,76
Morocco,6,46,92
Morocco,7,53,107
Morocco,8,61,122
Morocco,9,68,137
Morocco,10,76,152
Morocco,11,83,167
Morocco,12,91,183
Morocco,13,98,198
Morocco,14,106,213
Morocco,15,113,228
Morocco,16,121,243
Morocco,17,128,258
Morocco,18,136,274
Morocco,19,143,289
Morocco,20,151,304
Morocco,21,158,319
Morocco,22,166,334
Morocco,23,173,349
Morocco,24,181,365
Namibia,1,63,128
Namibia,2,126,255
Namibia,3,189,382
Namibia,4,252,510
Namibia,5,315,637
Namibia,6,378,764
Namibia,7,441,891
Namibia,8,504,1019
Namibia,9,567,1146
Namibia,10,630,1273
Namibia,11,693,1400
Namibia,12,756,1528
Namibia,13,819,1655
Namibia,14,882,1782
Namibia,15,945,1909
Namibia,16,1008,2037
Namibia,17,1071,2164
Namibia,18,1134,2291
Namibia,19,1196,2418
Namibia,20,1259,2546
Namibia,21,1322,2673
Namibia,22,1385,2800
Namibia,23,1448,2927
Namibia,24,1511,3055
Nauru,1,178,359
Nauru,2,356,718
Nauru,3,533,1077
Nauru,4,711,1436
Nauru,5,888,1795
Nauru,6,1066,2154
Nauru,7,1244,2513
Nauru,8,1421,2872
Nauru,9,1599,3231
Nauru,10,1776,3590
Nauru,11,1954,3949
Nauru,12,2131,4308
Nauru,13,2309,4667
Nauru,14,2487,5026
Nauru,15,2664,5385
Nauru,16,2842,5744
Nauru,17,3019,6103
Nauru,18,3197,6462
Nauru,19,3375,6821
Nauru,20,3552,7180
Nauru,21,3730,7539
Nauru,22,3907,7898
Nauru,23,4085,8257
Nauru,24,4262,8616
Nepal,1,4,8
Nepal,2,8,16
Nepal,3,12,24
Nepal,4,16,32
Nepal,5,20,39
Nepal,6,24,47
Nepal,7,27,55
Nepal,8,31,63
Nepal,9,35,70
Nepal,10,39,78
Nepal,11,43,86
Nepal,12,47,94
Nepal,13,50,101
Nepal,14,54,109
Nepal,15,58,117
Nepal,16,62,125
Nepal,17,66,132
Nepal,18,70,140
Nepal,19,73,148
Nepal,20,77,156
Nepal,21,81,163
Nepal,22,85,171
Nepal,23,89,179
Nepal,24,93,187
Netherlands,1,177,358
Netherlands,2,354,715
Netherlands,3,531,1072
Netherlands,4,708,1430
Netherlands,5,884,1787
Netherlands,6,1061,2144
Netherlands,7,1238,2502
Netherlands,8,1415,2859
Netherlands,9,1591,3216
Netherlands,10,1768,3574
Netherlands,11,1945,3931
Netherlands,12,2122,4288
Netherlands,13,2298,4646
Netherlands,14,2475,5003
Netherlands,15,2652,5360
Netherlands,16,2829,5718
Netherlands,17,3005,6075
Netherlands,18,3182,6432
Netherlands,19,3359,6790
Netherlands,20,3536,7147
Netherlands,21,3712,7504
Netherlands,22,3889,7862
Netherlands,23,4066,8219
Netherlands,24,4243,8576
New Zealand,1,88,177
New Zealand,2,175,353
New Zealand,3,262,530
New Zealand,4,350,706
New Zealand,5,437,883
New Zealand,6,524,1059
New Zealand,7,611,1236
New Zealand,8,699,1412
New Zealand,9,786,1588
New Zealand,10,873,1765
New Zealand,11,961,1941
New Zealand,12,1048,2118
New Zealand,13,1135,2294
New Zealand,14,1222,2471
New Zealand,15,1310,2647
New Zealand,16,1397,2823
New Zealand,17,1484,3000
New Zealand,18,1571,3176
New Zealand,19,1659,3353
New Zealand,20,1746,3529
New Zealand,21,1833,3706
New Zealand,22,1921,3882
New Zealand,23,2008,4059
New Zealand,24,2095,4235
Nicaragua,1,158,319
Nicaragua,2,316,638
Nicaragua,3,473,956
Nicaragua,4,631,1275
Nicaragua,5,788,1593
Nicaragua,6,946,1912
Nicaragua,7,1104,2230
Nicaragua,8,1261,2549
Nicaragua,9,1419,2868
Nicaragua,10,1576,3186
Nicaragua,11,1734,3505
Nicaragua,12,1892,3823
Nicaragua,13,2049,4142
Nicaragua,14,2207,4460
Nicaragua,15,2364,4779
Nicaragua,16,2522,5098
Nicaragua,17,2679,5416
Nicaragua,18,2837,5735
Nicaragua,19,2995,6053
Nicaragua,20,3152,6372
Nicaragua,21,3310,6690
Nicaragua,22,3467,7009
Nicaragua,23,3625,7328
Nicaragua,24,3783,7646
Niger,1,182,367
Niger,2,364,734
Niger,3,545,1101
Niger,4,727,1468
Niger,5,908,1835
Niger,6,1090,2202
Niger,7,1271,2569
Niger,8,1453,2936
Niger,9,1634,3303
Niger,10,1816,3670
Niger,11,1997,4037
Niger,12,2179,4404
Niger,13,2360,4771
Niger,14,2542,5138
Niger,15,2724,5505
Niger,16,2905,5872
Niger,17,3087,6239
Niger,18,3268,6606
Niger,19,3450,6973
Niger,20,3631,7340
Niger,21,3813,7707
Niger,22,3994,8074
Niger,23,4176,8441
Niger,24,4357,8808
Nigeria,1,132,266
Nigeria,2,263,531
Nigeria,3,394,796
Nigeria,4,525,1062
Nigeria,5,657,1327
Nigeria,6,788,1592
Nigeria,7,919,1857
Nigeria,8,1050,2123
Nigeria,9,1181,2388
Nigeria,10,1313,2653
Nigeria,11,1444,2918
Nigeria,12,1575,3184
Nigeria,13,1706,3449
Nigeria,14,1838,3714
Nigeria,15,1969,3980
Nigeria,16,2100,4245
Nigeria,17,2231,4510
Nigeria,18,2362,4775
Nigeria,19,2494,5041
Nigeria,20,2625,5306
Nigeria,21,2756,5571
Nigeria,22,2887,5836
Nigeria,23,3019,6102
Nigeria,24,3150,6367
Non-OECD (EI),1,198,400
Non-OECD (EI),2,396,800
Non-OECD (EI),3,594,1200
Non-OECD (EI),4,792,1600
Non-OECD (EI),5,989,1999
Non-OECD (EI),6,1187,2399
Non-OECD (EI),7,1385,2799
Non-OECD (EI),8,1583,3199
Non-OECD (EI),9,1780,3598
Non-OECD (EI),10,1978,3998
Non-OECD (EI),11,2176,4398
Non-OECD (EI),12,2374,4798
Non-OECD (EI),13,2571,5198
Non-OECD (EI),14,2769,5597
Non-OECD (EI),15,2967,5997
Non-OECD (EI),16,3165,6397
Non-OECD (EI),17,3362,6797
Non-OECD (EI),18,3560,7196
Non-OECD (EI),19,3758,7596
Non-OECD (EI),20,3956,7996
Non-OECD (EI),21,4153,8396
Non-OECD (EI),22,4351,8795
Non-OECD (EI),23,4549,9195
Non-OECD (EI),24,4747,9595
North America,1,197,397
North America,2,393,793
North America,3,589,1189
North America,4,785,1586
North America,5,981,1982
North America,6,1177,2378
North America,7,1373,2774
North America,8,1569,3171
North America,9,1765,3567
North America,10,1961,3963
North America,11,2157,4360
North America,12,2353,4756
North America,13,2549,5152
North America,14,2745,5548
North America,15,2941,5945
North America,16,3137,6341
North America,17,3333,6737
North America,18,3529,7133
North America,19,3725,7530
North America,20,3921,7926
North America,21,4117,8322
North America,22,4313,8719
North America,23,4509,9115
North America,24,4705,9511
North America (EI),1,200,403
North America (EI),2,399,806
North America (EI),3,598,1208
North America (EI),4,797,1611
North America (EI),5,996,2014
North America (EI),6,1196,2416
North America (EI),7,1395,2819
North America (EI),8,1594,3222
North America (EI),9,1793,3624
North America (EI),10,1992,4027
North America (EI),11,2191,4430
North America (EI),12,2391,4832
North America (EI),13,2590,5235
North America (EI),14,2789,5638
North America (EI),15,2988,6040
North America (EI),16,3187,6443
North America (EI),17,3386,6845
North America (EI),18,3586,7248
North America (EI),19,3785,7651
North America (EI),20,3984,8053
North America (EI),21,4183,8456
North America (EI),22,4382,8859
North America (EI),23,4581,9261
North America (EI),24,4781,9664
North America (Ember),1,205,413
North America (Ember),2,409,826
North America (Ember),3,613,1239
North America (Ember),4,818,1652
North America (Ember),5,1022,2065
North America (Ember),6,1226,2478
North America (Ember),7,1431,2891
North America (Ember),8,1635,3304
North America (Ember),9,1839,3717
North America (Ember),10,2043,4130
North America (Ember),11,2248,4543
North America (Ember),12,2452,4956
North America (Ember),13,2656,5369
North America (Ember),14,2861,5782
North America (Ember),15,3065,6195
North America (Ember),16,3269,6608
North America (Ember),17,3473,7021
North America (Ember),18,3678,7434
North America (Ember),19,3882,7847
North America (Ember),20,4086,8260
North America (Ember),21,4291,8673
North America (Ember),22,4495,9086
North America (Ember),23,4699,9499
North America (Ember),24,4903,9912
North Korea,1,31,61
North Korea,2,61,122
North Korea,3,91,183
North Korea,4,121,244
North Korea,5,151,305
North Korea,6,182,366
North Korea,7,212,427
North Korea,8,242,488
North Korea,9,272,549
North Korea,10,302,610
North Korea,11,332,671
North Korea,12,363,732
North Korea,13,393,793
North Korea,14,423,854
North Korea,15,453,915
North Korea,16,483,976
North Korea,17,513,1037
North Korea,18,544,1098
North Korea,19,574,1159
North Korea,20,604,1220
North Korea,21,634,1281
North Korea,22,664,1342
North Korea,23,694,1403
North Korea,24,725,1464
North Macedonia,1,188,380
North Macedonia,2,376,760
North Macedonia,3,564,1139
North Macedonia,4,752,1519
North Macedonia,5,939,1898
North Macedonia,6,1127,2278
North Macedonia,7,1315,2658
North Macedonia,8,1503,3037
North Macedonia,9,1690,3417
North Macedonia,10,1878,3796
North Macedonia,11,2066,4176
North Macedonia,12,2254,4555
North Macedonia,13,2441,4935
North Macedonia,14,2629,5315
North Macedonia,15,2817,5694
North Macedonia,16,3005,6074
North Macedonia,17,3192,6453
North Macedonia,18,3380,6833
North Macedonia,19,3568,7212
North Macedonia,20,3756,7592
North Macedonia,21,3943,7972
North Macedonia,22,4131,8351
North Macedonia,23,4319,8731
North Macedonia,24,4507,9110
Norway,1,3,6
Norway,2,6,11
Norway,3,8,16
Norway,4,11,21
Norway,5,13,26
Norway,6,16,32
Norway,7,18,37
Norway,8,21,42
Norway,9,24,47
Norway,10,26,52
Norway,11,29,58
Norway,12,31,63
Norway,13,34,68
Norway,14,36,73
Norway,15,39,78
Norway,16,42,83
Norway,17,44,89
Norway,18,47,94
Norway,19,49,99
Norway,20,52,104
Norway,21,54,109
Norway,22,57,115
Norway,23,59,120
Norway,24,62,125
OECD (EI),1,194,391
OECD (EI),2,387,782
OECD (EI),3,581,1173
OECD (EI),4,774,1564
OECD (EI),5,967,1955
OECD (EI),6,1161,2346
OECD (EI),7,1354,2737
OECD (EI),8,1548,3128
OECD (EI),9,1741,3519
OECD (EI),10,1934,3910
OECD (EI),11,2128,4301
OECD (EI),12,2321,4692
OECD (EI),13,2514,5083
OECD (EI),14,2708,5474
OECD (EI),15,2901,5864
OECD (EI),16,3095,6255
OECD (EI),17,3288,6646
OECD (EI),18,3481,7037
OECD (EI),19,3675,7428
OECD (EI),20,3868,7819
OECD (EI),21,4061,8210
OECD (EI),22,4255,8601
OECD (EI),23,4448,8992
OECD (EI),24,4642,9383
OECD (Ember),1,204,413
OECD (Ember),2,408,825
OECD (Ember),3,612,1237
OECD (Ember),4,816,1649
OECD (Ember),5,1020,2061
OECD (Ember),6,1224,2473
OECD (Ember),7,1428,2886
OECD (Ember),8,1631,3298
OECD (Ember),9,1835,3710
OECD (Ember),10,2039,4122
OECD (Ember),11,2243,4534
OECD (Ember),12,2447,4946
OECD (Ember),13,2651,5358
OECD (Ember),14,2855,5771
OECD (Ember),15,3059,6183
OECD (Ember),16,3262,6595
OECD (Ember),17,3466,7007
OECD (Ember),18,3670,7419
OECD (Ember),19,3874,7831
OECD (Ember),20,4078,8243
OECD (Ember),21,4282,8656
OECD (Ember),22,4486,9068
OECD (Ember),23,4690,9480
OECD (Ember),24,4893,9892
Oceania,1,144,292
Oceania,2,288,583
Oceania,3,432,874
Oceania,4,576,1165
Oceania,5,720,1456
Oceania,6,864,1747
Oceania,7,1008,2038
Oceania,8,1152,2329
Oceania,9,1296,2620
Oceania,10,1440,2911
Oceania,11,1584,3203
Oceania,12,1728,3494
Oceania,13,1872,3785
Oceania,14,2016,4076
Oceania,15,2160,4367
Oceania,16,2304,4658
Oceania,17,2448,4949
Oceania,18,2592,5240
Oceania,19,2736,5531
Oceania,20,2880,5822
Oceania,21,3024,6114
Oceania,22,3168,6405
Oceania,23,3312,6696
Oceania,24,3456,6987
Oceania (Ember),1,187,377
Oceania (Ember),2,373,753
Oceania (Ember),3,559,1130
Oceania (Ember),4,745,1506
Oceania (Ember),5,931,1882
Oceania (Ember),6,1117,2259
Oceania (Ember),7,1304,2635
Oceania (Ember),8,1490,3011
Oceania (Ember),9,1676,3388
Oceania (Ember),10,1862,3764
Oceania (Ember),11,2048,4140
Oceania (Ember),12,2234,4517
Oceania (Ember),13,2421,4893
Oceania (Ember),14,2607,5269
Oceania (Ember),15,2793,5646
Oceania (Ember),16,2979,6022
Oceania (Ember),17,3165,6398
Oceania (Ember),18,3351,6775
Oceania (Ember),19,3538,7151
Oceania (Ember),20,3724,7527
Oceania (Ember),21,3910,7904
Oceania (Ember),22,4096,8280
Oceania (Ember),23,4282,8656
Oceania (Ember),24,4468,9033
Oman,1,178,360
Oman,2,356,719
Oman,3,534,1078
Oman,4,711,1438
Oman,5,889,1797
Oman,6,1067,2156
Oman,7,1245,2516
Oman,8,1422,2875
Oman,9,1600,3234
Oman,10,1778,3593
Oman,11,1956,3953
Oman,12,2133,4312
Oman,13,2311,4671
Oman,14,2489,5031
Oman,15,2666,5390
Oman,16,2844,5749
Oman,17,3022,6109
Oman,18,3200,6468
Oman,19,3377,6827
Oman,20,3555,7186
Oman,21,3733,7546
Oman,22,3911,7905
Oman,23,4088,8264
Oman,24,4266,8624
Pakistan,1,180,364
Pakistan,2,360,728
Pakistan,3,540,1091
Pakistan,4,720,1455
Pakistan,5,900,1818
Pakistan,6,1080,2182
Pakistan,7,1260,2546
Pakistan,8,1439,2909
Pakistan,9,1619,3273
Pakistan,10,1799,3636
Pakistan,11,1979,4000
Pakistan,12,2159,4364
Pakistan,13,2339,4727
Pakistan,14,2519,5091
Pakistan,15,2698,5454
Pakistan,16,2878,5818
Pakistan,17,3058,6182
Pakistan,18,3238,6545
Pakistan,19,3418,6909
Pakistan,20,3598,7272
Pakistan,21,3778,7636
Pakistan,22,3957,8000
Pakistan,23,4137,8363
Pakistan,24,4317,8727
Palestine,1,186,376
Palestine,2,372,752
Palestine,3,558,1128
Palestine,4,744,1504
Palestine,5,930,1879
Palestine,6,1116,2255
Palestine,7,1302,2631
Palestine,8,1488,3007
Palestine,9,1673,3382
Palestine,10,1859,3758
Palestine,11,2045,4134
Palestine,12,2231,4510
Palestine,13,2417,4885
Palestine,14,2603,5261
Palestine,15,2789,5637
Palestine,16,2975,6013
Palestine,17,3160,6388
Palestine,18,3346,6764
Palestine,19,3532,7140
Palestine,20,3718,7516
Palestine,21,3904,7891
Palestine,22,4090,8267
Palestine,23,4276,8643
Palestine,24,4462,9019
Panama,1,57,115
Panama,2,113,229
Panama,3,170,343
Panama,4,226,457
Panama,5,282,571
Panama,6,339,685
Panama,7,395,799
Panama,8,452,913
Panama,9,508,1027
Panama,10,564,1141
Panama,11,621,1255
Panama,12,677,1369
Panama,13,734,1483
Panama,14,790,1597
Panama,15,846,1711
Panama,16,903,1825
Panama,17,959,1939
Panama,18,1016,2053
Panama,19,1072,2167
Panama,20,1128,2281
Panama,21,1185,2395
Panama,22,1241,2509
Panama,23,1298,2623
Panama,24,1354,2737
Paraguay,1,1,2
Paraguay,2,2,3
Paraguay,3,2,4
Paraguay,4,3,6
Paraguay,5,4,7
Paraguay,6,4,8
Paraguay,7,5,10
Paraguay,8,6,11
Paraguay,9,6,12
Paraguay,10,7,14
Paraguay,11,8,15
Paraguay,12,8,16
Paraguay,13,9,18
Paraguay,14,10,19
Paraguay,15,10,20
Paraguay,16,11,22
Paraguay,17,12,23
Paraguay,18,12,24
Paraguay,19,13,26
Paraguay,20,14,27
Paraguay,21,14,28
Paraguay,22,15,30
Paraguay,23,16,31
Paraguay,24,16,32
Peru,1,87,175
Peru,2,173,349
Peru,3,259,524
Peru,4,346,698
Peru,5,432,873
Peru,6,518,1047
Peru,7,604,1221
Peru,8,691,1396
Peru,9,777,1570
Peru,10,863,1745
Peru,11,950,1919
Peru,12,1036,2094
Peru,13,1122,2268
Peru,14,1208,2442
Peru,15,1295,2617
Peru,16,1381,2791
Peru,17,1467,2966
Peru,18,1554,3140
Peru,19,1640,3315
Peru,20,1726,3489
Peru,21,1812,3663
Peru,22,1899,3838
Peru,23,1985,4012
Peru,24,2071,4187
Philippines,1,240,484
Philippines,2,479,968
Philippines,3,718,1452
Philippines,4,958,1935
Philippines,5,1197,2419
Philippines,6,1436,2903
Philippines,7,1675,3386
Philippines,8,1915,3870
Philippines,9,2154,4354
Philippines,10,2393,4837
Philippines,11,2632,5321
Philippines,12,2872,5805
Philippines,13,3111,6289
Philippines,14,3350,6772
Philippines,15,3589,7256
Philippines,16,3829,7740
Philippines,17,4068,8223
Philippines,18,4307,8707
Philippines,19,4547,9191
Philippines,20,4786,9674
Philippines,21,5025,10158
Philippines,22,5264,10642
Philippines,23,5504,11125
Philippines,24,5743,11609
Poland,1,235,475
Poland,2,470,950
Poland,3,705,1424
Poland,4,939,1899
Poland,5,1174,2373
Poland,6,1409,2848
Poland,7,1644,3322
Poland,8,1878,3797
Poland,9,2113,4272
Poland,10,2348,4746
Poland,11,2583,5221
Poland,12,2817,5695
Poland,13,3052,6170
Poland,14,3287,6644
Poland,15,3522,7119
Poland,16,3756,7593
Poland,17,3991,8068
Poland,18,4226,8543
Poland,19,4461,9017
Poland,20,4695,9492
Poland,21,4930,9966
Poland,22,5165,10441
Poland,23,5400,10915
Poland,24,5634,11390
Portugal,1,106,213
Portugal,2,211,426
Portugal,3,316,639
Portugal,4,421,851
Portugal,5,527,1064
Portugal,6,632,1277
Portugal,7,737,1489
Portugal,8,842,1702
Portugal,9,947,1915
Portugal,10,1053,2127
Portugal,11,1158,2340
Portugal,12,1263,2553
Portugal,13,1368,2766
Portugal,14,1474,2978
Portugal,15,1579,3191
Portugal,16,1684,3404
Portugal,17,1789,3616
Portugal,18,1894,3829
Portugal,19,2000,4042
Portugal,20,2105,4254
Portugal,21,2210,4467
Portugal,22,2315,4680
Portugal,23,2420,4893
Portugal,24,2526,5105
Puerto Rico,1,195,394
Puerto Rico,2,389,787
Puerto Rico,3,584,1180
Puerto Rico,4,778,1573
Puerto Rico,5,973,1966
Puerto Rico,6,1167,2360
Puerto Rico,7,1362,2753
Puerto Rico,8,1556,3146
Puerto Rico,9,1751,3539
Puerto Rico,10,1945,3932
Puerto Rico,11,2140,4325
Puerto Rico,12,2334,4719
Puerto Rico,13,2529,5112
Puerto Rico,14,2723,5505
Puerto Rico,15,2918,5898
Puerto Rico,16,3112,6291
Puerto Rico,17,3307,6685
Puerto Rico,18,3501,7078
Puerto Rico,19,3696,7471
Puerto Rico,20,3890,7864
Puerto Rico,21,4085,8257
Puerto Rico,22,4279,8650
Puerto Rico,23,4474,9044
Puerto Rico,24,4668,9437
Qatar,1,178,360
Qatar,2,356,719
Qatar,3,533,1078
Qatar,4,711,1437
Qatar,5,889,1796
Qatar,6,1066,2155
Qatar,7,1244,2514
Qatar,8,1421,2873
Qatar,9,1599,3232
Qatar,10,1777,3591
Qatar,11,1954,3950
Qatar,12,2132,4309
Qatar,13,2309,4668
Qatar,14,2487,5027
Qatar,15,2665,5386
Qatar,16,2842,5745
Qatar,17,3020,6105
Qatar,18,3198,6464
Qatar,19,3375,6823
Qatar,20,3553,7182
Qatar,21,3730,7541
Qatar,22,3908,7900
Qatar,23,4086,8259
Qatar,24,4263,8618
Romania,1,185,373
Romania,2,369,746
Romania,3,554,1119
Romania,4,738,1492
Romania,5,923,1865
Romania,6,1107,2238
Romania,7,1292,2611
Romania,8,1476,2984
Romania,9,1661,3357
Romania,10,1845,3730
Romania,11,2030,4103
Romania,12,2214,4475
Romania,13,2399,4848
Romania,14,2583,5221
Romania,15,2767,5594
Romania,16,2952,5967
Romania,17,3136,6340
Romania,18,3321,6713
Romania,19,3505,7086
Romania,20,3690,7459
Romania,21,3874,7832
Romania,22,4059,8205
Romania,23,4243,8577
Romania,24,4428,8950
Russia,1,216,435
Russia,2,431,870
Russia,3,646,1304
Russia,4,861,1739
Russia,5,1076,2174
Russia,6,1291,2608
Russia,7,1506,3043
Russia,8,1721,3478
Russia,9,1936,3912
Russia,10,2151,4347
Russia,11,2366,4782
Russia,12,2581,5216
Russia,13,2796,5651
Russia,14,3011,6086
Russia,15,3226,6520
Russia,16,3441,6955
Russia,17,3656,7390
Russia,18,3871,7824
Russia,19,4086,8259
Russia,20,4301,8694
Russia,21,4516,9128
Russia,22,4731,9563
Russia,23,4946,9998
Russia,24,5161,10432
Rwanda,1,87,175
Rwanda,2,173,349
Rwanda,3,259,523
Rwanda,4,345,697
Rwanda,5,431,871
Rwanda,6,517,1045
Rwanda,7,603,1219
Rwanda,8,689,1393
Rwanda,9,775,1567
Rwanda,10,861,1741
Rwanda,11,947,1915
Rwanda,12,1033,2089
Rwanda,13,1120,2263
Rwanda,14,1206,2437
Rwanda,15,1292,2611
Rwanda,16,1378,2785
Rwanda,17,1464,2959
Rwanda,18,1550,3133
Rwanda,19,1636,3307
Rwanda,20,1722,3481
Rwanda,21,1808,3655
Rwanda,22,1894,3829
Rwanda,23,1980,4003
Rwanda,24,2066,4177
Saint Kitts and Nevis,1,170,343
Saint Kitts and Nevis,2,339,686
Saint Kitts and Nevis,3,509,1028
Saint Kitts and Nevis,4,678,1371
Saint Kitts and Nevis,5,848,1714
Saint Kitts and Nevis,6,1017,2056
Saint Kitts and Nevis,7,1187,2399
Saint Kitts and Nevis,8,1356,2742
Saint Kitts and Nevis,9,1526,3084
Saint Kitts and Nevis,10,1695,3427
Saint Kitts and Nevis,11,1865,3770
Saint Kitts and Nevis,12,2034,4112
Saint Kitts and Nevis,13,2204,4455
Saint Kitts and Nevis,14,2373,4798
Saint Kitts and Nevis,15,2543,5140
Saint Kitts and Nevis,16,2712,5483
Saint Kitts and Nevis,17,2882,5826
Saint Kitts and Nevis,18,3051,6168
Saint Kitts and Nevis,19,3221,6511
Saint Kitts and Nevis,20,3390,6854
Saint Kitts and Nevis,21,3560,7196
Saint Kitts and Nevis,22,3729,7539
Saint Kitts and Nevis,23,3899,7882
Saint Kitts and Nevis,24,4068,8224
Saint Lucia,1,178,359
Saint Lucia,2,356,718
Saint Lucia,3,533,1077
Saint Lucia,4,711,1436
Saint Lucia,5,888,1795
Saint Lucia,6,1066,2154
Saint Lucia,7,1244,2513
Saint Lucia,8,1421,2872
Saint Lucia,9,1599,3231
Saint Lucia,10,1776,3590
Saint Lucia,11,1954,3949
Saint Lucia,12,2131,4308
Saint Lucia,13,2309,4667
Saint Lucia,14,2487,5026
Saint Lucia,15,2664,5385
Saint Lucia,16,2842,5744
Saint Lucia,17,3019,6103
Saint Lucia,18,3197,6462
Saint Lucia,19,3375,6821
Saint Lucia,20,3552,7180
Saint Lucia,21,3730,7539
Saint Lucia,22,3907,7898
Saint Lucia,23,4085,8257
Saint Lucia,24,4262,8616
Saint Pierre and Miquelon,1,178,359
Saint Pierre and Miquelon,2,356,718
Saint Pierre and Miquelon,3,533,1077
Saint Pierre and Miquelon,4,711,1436
Saint Pierre and Miquelon,5,888,1795
Saint Pierre and Miquelon,6,1066,2154
Saint Pierre and Miquelon,7,1244,2513
Saint Pierre and Miquelon,8,1421,2872
Saint Pierre and Miquelon,9,1599,3231
Saint Pierre and Miquelon,10,1776,3590
Saint Pierre and Miquelon,11,1954,3949
Saint Pierre and Miquelon,12,2131,4308
Saint Pierre and Miquelon,13,2309,4667
Saint Pierre and Miquelon,14,2487,5026
Saint Pierre and Miquelon,15,2664,5385
Saint Pierre and Miquelon,16,2842,5744
Saint Pierre and Miquelon,17,3019,6103
Saint Pierre and Miquelon,18,3197,6462
Saint Pierre and Miquelon,19,3375,6821
Saint Pierre and Miquelon,20,3552,7180
Saint Pierre and Miquelon,21,3730,7539
Saint Pierre and Miquelon,22,3907,7898
Saint Pierre and Miquelon,23,4085,8257
Saint Pierre and Miquelon,24,4262,8616
Saint Vincent and the Grenadines,1,134,270
Saint Vincent and the Grenadines,2,267,539
Saint Vincent and the Grenadines,3,400,808
Saint Vincent and the Grenadines,4,533,1077
Saint Vincent and the Grenadines,5,666,1347
Saint Vincent and the Grenadines,6,800,1616
Saint Vincent and the Grenadines,7,933,1885
Saint Vincent and the Grenadines,8,1066,2154
Saint Vincent and the Grenadines,9,1199,2424
Saint Vincent and the Grenadines,10,1332,2693
Saint Vincent and the Grenadines,11,1466,2962
Saint Vincent and the Grenadines,12,1599,3231
Saint Vincent and the Grenadines,13,1732,3501
Saint Vincent and the Grenadines,14,1865,3770
Saint Vincent and the Grenadines,15,1998,4039
Saint Vincent and the Grenadines,16,2131,4308
Saint Vincent and the Grenadines,17,2265,4578
Saint Vincent and the Grenadines,18,2398,4847
Saint Vincent and the Grenadines,19,2531,5116
Saint Vincent and the Grenadines,20,2664,5385
Saint Vincent and the Grenadines,21,2797,5655
Saint Vincent and the Grenadines,22,2931,5924
Saint Vincent and the Grenadines,23,3064,6193
Saint Vincent and the Grenadines,24,3197,6462
Samoa,1,140,283
Samoa,2,280,566
Samoa,3,420,849
Samoa,4,560,1132
Samoa,5,700,1415
Samoa,6,840,1698
Samoa,7,980,1981
Samoa,8,1120,2264
Samoa,9,1260,2547
Samoa,10,1400,2830
Samoa,11,1540,3113
Samoa,12,1680,3396
Samoa,13,1820,3679
Samoa,14,1960,3962
Samoa,15,2100,4245
Samoa,16,2240,4528
Samoa,17,2380,4811
Samoa,18,2520,5094
Samoa,19,2660,5377
Samoa,20,2800,5660
Samoa,21,2940,5943
Samoa,22,3080,6226
Samoa,23,3220,6509
Samoa,24,3360,6792
Sao Tome and Principe,1,160,324
Sao Tome and Principe,2,320,647
Sao Tome and Principe,3,480,970
Sao Tome and Principe,4,640,1293
